"ID","shape","outlierType","outlierPosition","choice","success","rt","majorityOfMostRegularShapes","rot1","rot2","rot3","rot4","rot5","rot6","dil1","dil2","dil3","dil4","dil5","dil6","usedTouchscreen","population","age","classe"
"EWINE","kite",0,2,5,0,4061,TRUE,"4","6","3","2","5","1","4","5","6","1","2","3",TRUE,"baboons",NA,NA
"EWINE","square",1,3,2,0,1471,TRUE,"1","6","4","2","3","5","6","2","1","5","3","4",TRUE,"baboons",NA,NA
"EWINE","isoTrapezoid",3,2,3,1,1920,TRUE,"1","6","4","2","3","5","6","3","1","2","5","4",TRUE,"baboons",NA,NA
"EWINE","isoTrapezoid",3,2,2,0,1641,FALSE,"5","1","4","6","2","3","5","1","4","3","2","6",TRUE,"baboons",NA,NA
"EWINE","square",3,4,5,1,3439,TRUE,"2","6","3","4","1","5","2","3","4","1","5","6",TRUE,"baboons",NA,NA
"EWINE","hinge",3,5,6,1,3301,FALSE,"2","5","3","6","4","1","4","2","6","1","5","3",TRUE,"baboons",NA,NA
"EWINE","isoTrapezoid",2,4,2,0,1811,TRUE,"2","5","6","3","4","1","6","3","5","2","1","4",TRUE,"baboons",NA,NA
"EWINE","parallelogram",1,5,5,0,2209,TRUE,"4","2","5","1","6","3","4","2","5","1","3","6",TRUE,"baboons",NA,NA
"EWINE","random",1,2,3,1,2041,FALSE,"4","6","5","3","2","1","6","4","2","5","3","1",TRUE,"baboons",NA,NA
"EWINE","parallelogram",3,5,3,0,1490,FALSE,"5","4","1","2","3","6","2","1","6","4","3","5",TRUE,"baboons",NA,NA
"EWINE","random",0,2,3,1,1090,FALSE,"5","6","1","2","4","3","5","1","6","3","4","2",TRUE,"baboons",NA,NA
"EWINE","rightKite",2,3,5,0,1670,TRUE,"2","4","6","3","5","1","2","5","6","1","4","3",TRUE,"baboons",NA,NA
"EWINE","trapezoid",3,5,5,0,1311,FALSE,"4","3","6","2","1","5","1","2","4","6","5","3",TRUE,"baboons",NA,NA
"EWINE","trapezoid",0,4,3,0,3230,TRUE,"6","3","1","2","5","4","4","2","1","5","3","6",TRUE,"baboons",NA,NA
"EWINE","rustedHinge",1,1,6,0,1561,FALSE,"5","6","2","4","1","3","5","2","4","3","6","1",TRUE,"baboons",NA,NA
"EWINE","random",3,3,5,0,2719,FALSE,"6","3","2","5","4","1","3","6","2","1","5","4",TRUE,"baboons",NA,NA
"EWINE","square",0,5,4,0,1170,FALSE,"4","3","2","1","6","5","3","1","6","2","5","4",TRUE,"baboons",NA,NA
"EWINE","kite",3,4,6,0,2580,FALSE,"2","4","5","3","6","1","5","1","3","4","2","6",TRUE,"baboons",NA,NA
"EWINE","random",2,1,2,1,1170,TRUE,"4","1","6","2","5","3","2","6","5","4","1","3",TRUE,"baboons",NA,NA
"EWINE","rectangle",0,0,6,0,2549,TRUE,"2","3","4","6","5","1","6","3","5","2","4","1",TRUE,"baboons",NA,NA
"EWINE","kite",2,5,6,1,1270,FALSE,"1","2","4","6","3","5","4","3","1","6","2","5",TRUE,"baboons",NA,NA
"EWINE","parallelogram",0,1,2,1,1721,TRUE,"2","5","6","4","3","1","2","5","6","3","1","4",TRUE,"baboons",NA,NA
"EWINE","rightKite",2,0,4,0,1318,TRUE,"3","1","6","5","4","2","6","5","3","2","1","4",TRUE,"baboons",NA,NA
"EWINE","hinge",0,2,5,0,1721,TRUE,"2","5","4","3","1","6","1","3","6","2","5","4",TRUE,"baboons",NA,NA
"EWINE","isoTrapezoid",0,5,6,1,1090,FALSE,"2","3","6","5","4","1","3","1","4","5","6","2",TRUE,"baboons",NA,NA
"EWINE","parallelogram",0,3,6,0,1080,FALSE,"2","4","5","3","6","1","1","3","4","5","6","2",TRUE,"baboons",NA,NA
"EWINE","rectangle",1,2,3,1,930,TRUE,"4","6","1","2","5","3","5","6","4","1","2","3",TRUE,"baboons",NA,NA
"EWINE","isoTrapezoid",2,2,3,1,2139,FALSE,"3","4","1","6","2","5","2","1","3","6","5","4",TRUE,"baboons",NA,NA
"EWINE","losange",1,4,5,1,1250,TRUE,"4","2","6","3","5","1","3","1","2","5","6","4",TRUE,"baboons",NA,NA
"EWINE","losange",2,2,5,0,1531,FALSE,"4","2","1","3","6","5","3","2","5","4","6","1",TRUE,"baboons",NA,NA
"EWINE","rightKite",3,4,5,1,2109,TRUE,"6","5","2","3","1","4","1","2","4","5","6","3",TRUE,"baboons",NA,NA
"EWINE","losange",3,5,4,0,3180,FALSE,"5","1","2","4","6","3","3","5","2","4","1","6",TRUE,"baboons",NA,NA
"EWINE","rustedHinge",1,1,6,0,1262,FALSE,"3","5","6","2","4","1","1","2","3","6","4","5",TRUE,"baboons",NA,NA
"EWINE","trapezoid",0,5,5,0,1391,TRUE,"3","2","4","5","1","6","1","5","3","4","6","2",TRUE,"baboons",NA,NA
"EWINE","rustedHinge",2,0,4,0,2279,FALSE,"1","5","3","6","4","2","2","5","1","4","6","3",TRUE,"baboons",NA,NA
"EWINE","square",2,5,3,0,1340,FALSE,"1","5","4","6","3","2","5","2","4","3","1","6",TRUE,"baboons",NA,NA
"EWINE","rectangle",2,5,6,1,2039,FALSE,"4","6","1","3","2","5","6","5","4","3","1","2",TRUE,"baboons",NA,NA
"EWINE","square",1,2,6,0,1039,FALSE,"2","3","4","6","1","5","4","5","2","3","6","1",TRUE,"baboons",NA,NA
"EWINE","trapezoid",0,4,4,0,2092,FALSE,"5","6","3","1","2","4","4","2","3","1","5","6",TRUE,"baboons",NA,NA
"EWINE","hinge",1,5,4,0,1330,TRUE,"6","4","5","1","2","3","6","4","1","5","2","3",TRUE,"baboons",NA,NA
"EWINE","square",1,5,6,1,840,TRUE,"5","3","1","2","6","4","5","2","3","6","4","1",TRUE,"baboons",NA,NA
"EWINE","trapezoid",2,2,5,0,2529,TRUE,"4","2","3","6","1","5","4","2","6","3","1","5",TRUE,"baboons",NA,NA
"EWINE","hinge",2,4,5,1,949,TRUE,"4","6","5","2","3","1","4","1","6","5","2","3",TRUE,"baboons",NA,NA
"EWINE","hinge",0,3,4,1,3381,FALSE,"5","1","6","4","3","2","4","1","6","5","2","3",TRUE,"baboons",NA,NA
"EWINE","trapezoid",3,3,1,0,2309,TRUE,"5","6","1","4","3","2","5","4","3","6","2","1",TRUE,"baboons",NA,NA
"EWINE","rustedHinge",1,1,4,0,1719,TRUE,"5","3","6","1","4","2","6","2","4","5","1","3",TRUE,"baboons",NA,NA
"EWINE","rightKite",3,3,6,0,391,FALSE,"5","3","1","2","4","6","2","5","4","3","1","6",TRUE,"baboons",NA,NA
"EWINE","isoTrapezoid",3,1,1,0,1781,TRUE,"2","3","6","1","4","5","3","6","1","5","4","2",TRUE,"baboons",NA,NA
"EWINE","isoTrapezoid",0,1,6,0,3119,TRUE,"6","4","1","3","2","5","3","6","5","4","2","1",TRUE,"baboons",NA,NA
"EWINE","random",3,5,6,1,1170,FALSE,"3","4","1","6","5","2","3","1","4","6","2","5",TRUE,"baboons",NA,NA
"EWINE","rectangle",3,0,1,1,1670,TRUE,"6","4","1","3","5","2","1","5","3","4","6","2",TRUE,"baboons",NA,NA
"EWINE","trapezoid",2,4,5,1,1352,FALSE,"2","1","5","4","6","3","6","3","2","5","1","4",TRUE,"baboons",NA,NA
"EWINE","rustedHinge",3,3,4,1,1359,TRUE,"5","4","2","6","3","1","3","4","2","6","1","5",TRUE,"baboons",NA,NA
"EWINE","rustedHinge",0,3,4,1,750,FALSE,"6","5","2","1","4","3","1","6","5","3","4","2",TRUE,"baboons",NA,NA
"EWINE","rightKite",0,1,3,0,2531,TRUE,"4","3","1","6","5","2","3","4","1","2","5","6",TRUE,"baboons",NA,NA
"EWINE","isoTrapezoid",1,4,1,0,2129,FALSE,"6","5","1","2","3","4","2","4","5","1","3","6",TRUE,"baboons",NA,NA
"EWINE","random",0,0,1,1,1119,FALSE,"1","3","2","6","5","4","1","6","3","4","5","2",TRUE,"baboons",NA,NA
"EWINE","random",1,3,5,0,1260,FALSE,"2","5","3","4","1","6","5","2","3","4","1","6",TRUE,"baboons",NA,NA
"EWINE","rectangle",0,3,4,1,689,FALSE,"2","5","3","1","6","4","3","5","1","4","2","6",TRUE,"baboons",NA,NA
"EWINE","rectangle",3,2,4,0,859,FALSE,"2","4","6","3","5","1","6","1","4","3","2","5",TRUE,"baboons",NA,NA
"EWINE","square",0,4,2,0,2779,TRUE,"3","5","6","4","1","2","5","3","6","4","2","1",TRUE,"baboons",NA,NA
"EWINE","rightKite",1,4,6,0,2590,TRUE,"5","4","6","1","3","2","2","3","5","4","1","6",TRUE,"baboons",NA,NA
"EWINE","hinge",1,5,6,1,910,FALSE,"1","3","2","4","5","6","2","6","1","4","5","3",TRUE,"baboons",NA,NA
"EWINE","random",1,2,3,1,2750,TRUE,"1","2","4","3","5","6","3","4","1","6","2","5",TRUE,"baboons",NA,NA
"EWINE","hinge",2,0,4,0,719,FALSE,"4","1","5","3","2","6","6","4","1","5","2","3",TRUE,"baboons",NA,NA
"EWINE","random",2,5,3,0,2279,FALSE,"6","3","5","2","1","4","6","4","3","2","1","5",TRUE,"baboons",NA,NA
"EWINE","losange",0,1,6,0,1721,TRUE,"6","4","2","3","5","1","1","4","2","6","3","5",TRUE,"baboons",NA,NA
"EWINE","trapezoid",1,4,5,1,641,TRUE,"3","4","5","6","1","2","1","6","5","4","2","3",TRUE,"baboons",NA,NA
"EWINE","kite",3,5,6,1,1779,TRUE,"2","1","3","4","5","6","6","1","4","3","5","2",TRUE,"baboons",NA,NA
"EWINE","rightKite",2,0,2,0,2049,FALSE,"3","4","2","6","1","5","4","6","3","5","1","2",TRUE,"baboons",NA,NA
"EWINE","rustedHinge",0,2,5,0,3078,TRUE,"1","2","4","3","5","6","5","6","3","4","1","2",TRUE,"baboons",NA,NA
"EWINE","losange",1,1,4,0,3859,FALSE,"3","1","5","6","2","4","2","6","3","4","5","1",TRUE,"baboons",NA,NA
"EWINE","hinge",3,0,1,1,2279,TRUE,"4","1","6","2","3","5","4","3","5","1","2","6",TRUE,"baboons",NA,NA
"EWINE","random",3,4,6,0,2000,TRUE,"4","6","3","2","5","1","3","5","1","2","4","6",TRUE,"baboons",NA,NA
"EWINE","losange",0,4,4,0,2369,FALSE,"4","2","1","5","6","3","1","6","4","5","3","2",TRUE,"baboons",NA,NA
"EWINE","rustedHinge",3,5,4,0,920,FALSE,"5","3","4","1","6","2","2","1","5","6","4","3",TRUE,"baboons",NA,NA
"EWINE","losange",3,2,4,0,2029,TRUE,"3","5","2","1","4","6","4","6","1","3","5","2",TRUE,"baboons",NA,NA
"EWINE","kite",1,1,1,0,2959,TRUE,"4","2","5","3","1","6","5","4","2","1","6","3",TRUE,"baboons",NA,NA
"EWINE","square",3,0,5,0,2480,FALSE,"6","1","4","5","2","3","4","2","5","1","6","3",TRUE,"baboons",NA,NA
"EWINE","parallelogram",1,5,4,0,2699,TRUE,"4","2","1","5","3","6","3","4","5","6","1","2",TRUE,"baboons",NA,NA
"EWINE","square",3,3,4,1,1010,TRUE,"3","2","5","6","1","4","5","3","2","1","6","4",TRUE,"baboons",NA,NA
"EWINE","parallelogram",3,4,5,1,1641,TRUE,"1","2","3","5","4","6","3","2","5","1","6","4",TRUE,"baboons",NA,NA
"EWINE","parallelogram",3,0,2,0,1840,FALSE,"3","6","4","2","1","5","1","4","6","5","2","3",TRUE,"baboons",NA,NA
"EWINE","hinge",3,4,5,1,779,FALSE,"3","5","2","4","1","6","3","1","6","2","4","5",TRUE,"baboons",NA,NA
"EWINE","rectangle",2,3,4,1,660,TRUE,"1","6","3","5","4","2","5","3","4","6","2","1",TRUE,"baboons",NA,NA
"EWINE","square",2,3,4,1,891,TRUE,"2","6","4","5","1","3","1","3","6","2","4","5",TRUE,"baboons",NA,NA
"EWINE","square",0,4,4,0,2291,FALSE,"2","4","1","6","5","3","2","4","5","3","1","6",TRUE,"baboons",NA,NA
"EWINE","losange",2,3,3,0,2770,TRUE,"3","5","1","6","2","4","3","6","5","2","1","4",TRUE,"baboons",NA,NA
"EWINE","parallelogram",2,3,4,1,1959,TRUE,"6","2","1","4","5","3","1","3","5","4","2","6",TRUE,"baboons",NA,NA
"EWINE","rightKite",0,2,3,1,2930,FALSE,"3","5","6","1","2","4","6","4","3","2","5","1",TRUE,"baboons",NA,NA
"EWINE","isoTrapezoid",1,2,3,1,980,TRUE,"1","2","5","3","6","4","1","2","4","6","3","5",TRUE,"baboons",NA,NA
"EWINE","trapezoid",1,3,6,0,1330,FALSE,"4","5","1","3","2","6","4","3","6","2","5","1",TRUE,"baboons",NA,NA
"EWINE","rustedHinge",2,3,4,1,549,TRUE,"6","3","1","2","5","4","4","5","1","2","6","3",TRUE,"baboons",NA,NA
"EWINE","isoTrapezoid",2,2,1,0,1250,TRUE,"6","1","5","3","2","4","2","3","5","6","1","4",TRUE,"baboons",NA,NA
"EWINE","isoTrapezoid",3,1,2,1,1980,FALSE,"3","5","4","6","2","1","5","2","1","3","4","6",TRUE,"baboons",NA,NA
"EWINE","kite",0,1,1,0,2480,TRUE,"1","2","6","3","4","5","3","6","5","1","2","4",TRUE,"baboons",NA,NA
"EWINE","kite",2,0,1,1,1809,TRUE,"4","5","1","2","6","3","4","5","3","1","6","2",TRUE,"baboons",NA,NA
"EWINE","parallelogram",1,5,6,1,2951,FALSE,"3","1","4","2","5","6","4","5","6","3","1","2",TRUE,"baboons",NA,NA
"EWINE","kite",1,2,3,1,1799,FALSE,"5","4","6","2","3","1","4","1","2","5","6","3",TRUE,"baboons",NA,NA
"EWINE","parallelogram",2,1,2,1,2301,FALSE,"2","5","4","6","1","3","3","5","1","2","6","4",TRUE,"baboons",NA,NA
"EWINE","rectangle",1,0,2,0,1109,FALSE,"5","6","1","3","2","4","3","4","6","2","1","5",TRUE,"baboons",NA,NA
"EWINE","rightKite",1,0,1,1,1029,FALSE,"5","3","6","1","4","2","2","1","5","3","4","6",TRUE,"baboons",NA,NA
"EWINE","random",0,0,5,0,1900,TRUE,"1","3","2","4","6","5","1","6","3","4","5","2",TRUE,"baboons",NA,NA
"EWINE","kite",3,0,1,1,1461,FALSE,"2","6","3","5","1","4","6","1","3","2","5","4",TRUE,"baboons",NA,NA
"EWINE","kite",0,1,5,0,1871,FALSE,"2","4","3","5","1","6","6","5","1","3","4","2",TRUE,"baboons",NA,NA
"EWINE","trapezoid",3,4,5,1,3121,FALSE,"4","1","6","3","2","5","3","6","4","2","5","1",TRUE,"baboons",NA,NA
"EWINE","rectangle",3,1,2,1,590,FALSE,"1","2","3","5","6","4","2","3","1","5","6","4",TRUE,"baboons",NA,NA
"EWINE","random",0,0,1,1,1352,FALSE,"2","5","1","6","4","3","3","2","1","6","4","5",TRUE,"baboons",NA,NA
"EWINE","kite",2,2,3,1,1361,FALSE,"5","3","2","4","6","1","5","4","1","6","2","3",TRUE,"baboons",NA,NA
"EWINE","rustedHinge",0,4,4,0,1580,TRUE,"5","1","4","3","2","6","3","1","5","6","2","4",TRUE,"baboons",NA,NA
"EWINE","rustedHinge",1,4,6,0,3090,TRUE,"4","3","1","5","6","2","2","1","4","3","6","5",TRUE,"baboons",NA,NA
"EWINE","parallelogram",2,0,6,0,2219,TRUE,"4","2","1","3","5","6","2","6","3","1","4","5",TRUE,"baboons",NA,NA
"EWINE","trapezoid",1,2,2,0,2270,FALSE,"5","6","1","4","3","2","5","2","1","6","3","4",TRUE,"baboons",NA,NA
"EWINE","trapezoid",0,1,1,0,3830,TRUE,"5","4","6","2","1","3","4","5","1","6","2","3",TRUE,"baboons",NA,NA
"EWINE","losange",0,5,2,0,1721,FALSE,"4","5","3","1","2","6","4","1","2","3","6","5",TRUE,"baboons",NA,NA
"EWINE","isoTrapezoid",2,4,1,0,2270,TRUE,"5","1","2","3","4","6","4","3","2","6","1","5",TRUE,"baboons",NA,NA
"EWINE","rightKite",3,2,3,1,3281,FALSE,"6","1","3","4","5","2","6","4","1","5","3","2",TRUE,"baboons",NA,NA
"EWINE","square",0,1,5,0,2660,TRUE,"3","2","5","4","6","1","1","3","2","5","4","6",TRUE,"baboons",NA,NA
"EWINE","square",2,3,3,0,1119,FALSE,"5","4","6","1","2","3","3","1","5","2","6","4",TRUE,"baboons",NA,NA
"EWINE","trapezoid",2,0,1,1,1422,FALSE,"6","4","1","2","3","5","3","5","6","2","1","4",TRUE,"baboons",NA,NA
"EWINE","hinge",1,4,4,0,1240,TRUE,"1","2","3","6","4","5","5","1","3","2","4","6",TRUE,"baboons",NA,NA
"EWINE","random",1,3,4,1,1949,TRUE,"2","3","1","6","4","5","2","5","1","6","4","3",TRUE,"baboons",NA,NA
"EWINE","square",3,5,6,1,2109,TRUE,"1","5","3","6","4","2","2","1","5","3","6","4",TRUE,"baboons",NA,NA
"EWINE","trapezoid",1,1,2,1,639,TRUE,"4","2","6","5","1","3","6","5","2","4","1","3",TRUE,"baboons",NA,NA
"EWINE","kite",1,0,1,1,1520,FALSE,"6","3","4","1","5","2","3","1","2","4","6","5",TRUE,"baboons",NA,NA
"EWINE","rectangle",2,4,5,1,760,TRUE,"1","2","5","3","4","6","5","1","4","3","2","6",TRUE,"baboons",NA,NA
"EWINE","isoTrapezoid",3,1,6,0,1279,FALSE,"4","2","6","3","5","1","2","1","4","5","3","6",TRUE,"baboons",NA,NA
"EWINE","rightKite",2,2,3,1,2279,FALSE,"6","1","3","5","4","2","2","5","1","6","4","3",TRUE,"baboons",NA,NA
"EWINE","rectangle",0,2,2,0,2330,FALSE,"6","5","3","2","1","4","2","5","1","4","6","3",TRUE,"baboons",NA,NA
"EWINE","isoTrapezoid",0,4,5,1,1719,FALSE,"1","2","5","3","4","6","4","3","6","5","1","2",TRUE,"baboons",NA,NA
"EWINE","parallelogram",0,2,3,1,1141,FALSE,"4","3","2","6","1","5","5","4","3","2","6","1",TRUE,"baboons",NA,NA
"EWINE","rectangle",1,5,6,1,811,TRUE,"6","3","5","4","1","2","3","6","2","1","5","4",TRUE,"baboons",NA,NA
"EWINE","trapezoid",2,5,3,0,2201,TRUE,"2","4","6","1","5","3","5","4","2","1","6","3",TRUE,"baboons",NA,NA
"EWINE","kite",1,3,4,1,1031,TRUE,"4","1","2","3","6","5","2","3","6","4","1","5",TRUE,"baboons",NA,NA
"EWINE","random",2,4,6,0,1449,TRUE,"4","1","2","5","3","6","5","6","3","4","2","1",TRUE,"baboons",NA,NA
"EWINE","isoTrapezoid",3,2,5,0,1949,TRUE,"2","3","4","1","5","6","1","2","3","6","5","4",TRUE,"baboons",NA,NA
"EWINE","parallelogram",0,1,1,0,1301,TRUE,"3","4","2","6","1","5","5","2","3","1","4","6",TRUE,"baboons",NA,NA
"EWINE","kite",3,3,5,0,4189,FALSE,"2","5","3","4","1","6","3","6","1","5","2","4",TRUE,"baboons",NA,NA
"EWINE","rightKite",0,3,4,1,2611,TRUE,"3","2","6","4","1","5","2","5","6","3","4","1",TRUE,"baboons",NA,NA
"EWINE","square",1,3,4,1,1160,TRUE,"5","3","2","6","1","4","1","4","3","2","5","6",TRUE,"baboons",NA,NA
"EWINE","random",3,3,5,0,1969,TRUE,"4","5","6","3","2","1","1","6","2","4","5","3",TRUE,"baboons",NA,NA
"EWINE","kite",3,3,2,0,2311,TRUE,"3","6","4","2","1","5","1","5","3","6","2","4",TRUE,"baboons",NA,NA
"EWINE","rectangle",3,1,2,1,2000,TRUE,"6","3","5","1","2","4","6","2","4","3","1","5",TRUE,"baboons",NA,NA
"EWINE","trapezoid",3,1,2,1,2150,FALSE,"1","4","6","5","2","3","1","4","2","3","6","5",TRUE,"baboons",NA,NA
"EWINE","rightKite",1,2,3,1,3031,FALSE,"5","6","4","2","1","3","4","1","6","2","5","3",TRUE,"baboons",NA,NA
"EWINE","hinge",2,2,3,1,1359,FALSE,"1","4","6","5","2","3","5","1","6","3","2","4",TRUE,"baboons",NA,NA
"EWINE","rightKite",1,5,6,1,2330,TRUE,"6","4","5","3","2","1","4","3","5","1","2","6",TRUE,"baboons",NA,NA
"EWINE","hinge",0,1,2,1,3811,TRUE,"3","1","4","6","5","2","4","2","3","5","1","6",TRUE,"baboons",NA,NA
"EWINE","random",3,0,5,0,1709,FALSE,"4","5","3","6","1","2","4","3","1","5","2","6",TRUE,"baboons",NA,NA
"EWINE","kite",0,3,1,0,1250,TRUE,"1","3","4","2","6","5","1","6","4","3","2","5",TRUE,"baboons",NA,NA
"EWINE","parallelogram",3,3,6,0,1910,FALSE,"2","5","4","1","3","6","2","4","3","6","5","1",TRUE,"baboons",NA,NA
"EWINE","rustedHinge",2,4,5,1,709,TRUE,"6","4","2","5","3","1","5","3","4","1","6","2",TRUE,"baboons",NA,NA
"EWINE","rightKite",0,0,1,1,1160,FALSE,"4","5","1","6","3","2","1","5","4","3","2","6",TRUE,"baboons",NA,NA
"EWINE","losange",1,4,5,1,1061,TRUE,"5","3","2","6","4","1","1","6","4","3","5","2",TRUE,"baboons",NA,NA
"EWINE","square",1,1,2,1,709,FALSE,"6","5","1","4","2","3","3","4","5","2","6","1",TRUE,"baboons",NA,NA
"EWINE","losange",3,1,1,0,2930,FALSE,"3","5","6","4","1","2","2","5","3","6","1","4",TRUE,"baboons",NA,NA
"EWINE","rectangle",0,5,3,0,2262,TRUE,"5","2","6","4","1","3","1","4","3","5","2","6",TRUE,"baboons",NA,NA
"EWINE","parallelogram",2,3,4,1,4070,FALSE,"2","3","1","5","6","4","3","6","5","2","1","4",TRUE,"baboons",NA,NA
"EWINE","rectangle",1,4,3,0,949,FALSE,"1","3","4","6","2","5","4","5","3","2","1","6",TRUE,"baboons",NA,NA
"EWINE","losange",1,5,4,0,898,FALSE,"6","4","2","3","1","5","6","2","4","5","1","3",TRUE,"baboons",NA,NA
"EWINE","parallelogram",3,2,2,0,1570,TRUE,"3","1","6","2","4","5","3","2","6","4","1","5",TRUE,"baboons",NA,NA
"EWINE","losange",2,0,6,0,2619,FALSE,"4","2","5","6","3","1","4","3","6","5","2","1",TRUE,"baboons",NA,NA
"EWINE","losange",3,5,4,0,2420,TRUE,"4","1","5","2","6","3","5","3","6","4","2","1",TRUE,"baboons",NA,NA
"EWINE","square",2,0,1,1,1469,TRUE,"5","6","1","4","2","3","5","2","6","1","4","3",TRUE,"baboons",NA,NA
"EWINE","isoTrapezoid",0,5,3,0,2420,TRUE,"6","5","2","1","4","3","6","3","4","1","2","5",TRUE,"baboons",NA,NA
"EWINE","rustedHinge",0,2,6,0,3961,FALSE,"5","4","3","2","6","1","6","1","4","2","3","5",TRUE,"baboons",NA,NA
"EWINE","square",0,1,2,1,1609,FALSE,"3","1","2","6","5","4","5","3","1","6","2","4",TRUE,"baboons",NA,NA
"EWINE","rustedHinge",3,0,2,0,1660,FALSE,"4","1","5","3","6","2","1","2","6","4","5","3",TRUE,"baboons",NA,NA
"EWINE","random",0,4,1,0,1531,TRUE,"2","5","4","1","6","3","5","1","2","3","6","4",TRUE,"baboons",NA,NA
"EWINE","rustedHinge",1,5,3,0,1689,FALSE,"1","4","6","5","3","2","6","4","5","2","1","3",TRUE,"baboons",NA,NA
"EWINE","hinge",3,0,1,1,830,FALSE,"2","5","4","6","1","3","3","1","4","5","2","6",TRUE,"baboons",NA,NA
"EWINE","rustedHinge",2,1,2,1,2260,FALSE,"5","1","4","6","2","3","4","5","6","2","1","3",TRUE,"baboons",NA,NA
"EWINE","losange",0,0,2,0,3551,TRUE,"2","1","6","5","4","3","4","2","6","1","5","3",TRUE,"baboons",NA,NA
"EWINE","isoTrapezoid",1,2,3,1,1199,TRUE,"3","1","4","6","5","2","1","5","2","4","6","3",TRUE,"baboons",NA,NA
"EWINE","trapezoid",3,3,1,0,1049,TRUE,"1","4","6","5","3","2","2","6","4","3","5","1",TRUE,"baboons",NA,NA
"EWINE","square",3,0,1,1,1820,FALSE,"4","3","1","5","2","6","3","6","4","5","2","1",TRUE,"baboons",NA,NA
"EWINE","random",1,4,6,0,1359,FALSE,"1","6","3","4","5","2","5","3","1","6","2","4",TRUE,"baboons",NA,NA
"EWINE","random",2,4,2,0,1520,FALSE,"4","3","2","1","6","5","2","4","5","1","3","6",TRUE,"baboons",NA,NA
"EWINE","parallelogram",1,2,2,0,2639,FALSE,"6","4","5","3","1","2","1","3","5","4","2","6",TRUE,"baboons",NA,NA
"EWINE","rustedHinge",3,1,4,0,1340,TRUE,"2","1","6","4","5","3","1","4","3","6","5","2",TRUE,"baboons",NA,NA
"EWINE","isoTrapezoid",1,1,2,1,1369,FALSE,"4","2","3","6","5","1","4","3","5","6","1","2",TRUE,"baboons",NA,NA
"EWINE","isoTrapezoid",2,0,2,0,2971,FALSE,"1","6","2","5","3","4","3","6","2","1","4","5",TRUE,"baboons",NA,NA
"EWINE","hinge",1,3,2,0,1219,FALSE,"4","6","5","1","2","3","4","5","6","1","3","2",TRUE,"baboons",NA,NA
"EWINE","rectangle",2,4,5,1,1129,FALSE,"6","4","2","5","3","1","4","5","2","1","6","3",TRUE,"baboons",NA,NA
"EWINE","hinge",2,2,3,1,1391,TRUE,"3","2","1","4","6","5","3","6","4","1","2","5",TRUE,"baboons",NA,NA
"EWINE","rightKite",2,0,4,0,2500,TRUE,"4","6","5","2","1","3","4","5","3","1","6","2",TRUE,"baboons",NA,NA
"EWINE","losange",2,5,2,0,1299,TRUE,"2","3","1","6","4","5","6","4","2","5","1","3",TRUE,"baboons",NA,NA
"EWINE","hinge",0,0,1,1,1031,FALSE,"3","2","1","4","5","6","5","4","3","1","2","6",TRUE,"baboons",NA,NA
"EWINE","rightKite",3,5,6,1,1359,TRUE,"1","5","4","6","2","3","5","2","1","4","3","6",TRUE,"baboons",NA,NA
"EWINE","trapezoid",0,3,4,1,1281,FALSE,"6","1","3","2","5","4","2","5","3","6","4","1",TRUE,"baboons",NA,NA
"EWINE","parallelogram",1,2,3,1,1561,TRUE,"3","2","4","5","1","6","1","6","2","3","4","5",TRUE,"baboons",NA,NA
"EWINE","hinge",3,4,4,0,830,TRUE,"6","4","5","1","2","3","6","1","3","5","4","2",TRUE,"baboons",NA,NA
"EWINE","kite",0,5,4,0,1859,FALSE,"1","5","4","6","3","2","2","5","1","3","6","4",TRUE,"baboons",NA,NA
"EWINE","kite",2,3,4,1,750,TRUE,"2","6","5","1","4","3","6","5","1","4","2","3",TRUE,"baboons",NA,NA
"EWINE","rectangle",1,5,6,1,969,FALSE,"6","5","4","3","2","1","4","1","2","5","6","3",TRUE,"baboons",NA,NA
"EWINE","rectangle",2,4,5,1,891,TRUE,"2","6","1","4","3","5","4","6","2","3","1","5",TRUE,"baboons",NA,NA
"EWINE","rustedHinge",0,0,1,1,2971,FALSE,"1","2","6","3","5","4","1","6","3","2","4","5",TRUE,"baboons",NA,NA
"EWINE","random",1,1,2,1,859,TRUE,"5","4","3","6","2","1","3","6","1","4","5","2",TRUE,"baboons",NA,NA
"EWINE","trapezoid",2,3,4,1,2309,FALSE,"1","2","3","5","4","6","6","2","3","4","1","5",TRUE,"baboons",NA,NA
"EWINE","losange",2,0,1,1,1141,FALSE,"5","6","2","3","1","4","1","5","2","6","4","3",TRUE,"baboons",NA,NA
"EWINE","rustedHinge",2,5,6,1,820,TRUE,"6","1","5","4","2","3","4","1","3","2","6","5",TRUE,"baboons",NA,NA
"EWINE","trapezoid",1,4,5,1,660,TRUE,"4","1","3","5","6","2","5","3","6","2","1","4",TRUE,"baboons",NA,NA
"EWINE","rightKite",0,5,3,0,1299,TRUE,"4","5","1","3","2","6","4","6","1","5","2","3",TRUE,"baboons",NA,NA
"EWINE","parallelogram",0,4,6,0,1020,TRUE,"2","6","5","3","4","1","2","1","4","3","6","5",TRUE,"baboons",NA,NA
"EWINE","losange",1,4,5,1,1590,TRUE,"5","4","6","3","2","1","5","2","6","4","1","3",TRUE,"baboons",NA,NA
